method,mode,prompt_type,id_,01,02,03,04,05,06,07,08,09,10,11,12
06_DreamBooth,easy,all,14,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0
06_DreamBooth,easy,all,17,4.0,3.0,1.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,6.0
06_DreamBooth,easy,all,2,4.0,3.0,3.0,3.0,5.0,6.0,9.0,6.0,8.0,9.0,2.0,6.0
06_DreamBooth,easy,all,28,3.0,2.0,2.0,2.0,4.0,5.0,4.0,3.0,7.0,6.0,1.0,4.0
06_DreamBooth,easy,all,30,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0
06_DreamBooth,easy,all,36,4.0,3.0,2.0,1.0,3.0,5.0,6.0,1.0,7.0,5.0,2.0,7.0
06_DreamBooth,easy,all,38,3.0,2.0,1.0,1.0,2.0,5.0,4.0,1.0,7.0,2.0,5.0,3.0
06_DreamBooth,easy,all,47,1.0,2.0,2.0,3.0,5.0,4.0,8.0,3.0,1.0,5.0,1.0,5.0
06_DreamBooth,easy,simple,15,5.0,4.0,3.0,3.0,7.0,7.0,9.0,8.0,10.0,8.0,5.0,9.0
06_DreamBooth,easy,simple,24,4.0,3.0,1.0,1.0,8.0,8.0,8.0,6.0,10.0,10.0,4.0,6.0
06_DreamBooth,easy,simple,33,2.0,1.0,1.0,1.0,5.0,4.0,6.0,1.0,8.0,4.0,5.0,4.0
06_DreamBooth,easy,simple,42,5.0,3.0,3.0,3.0,5.0,7.0,6.0,2.0,8.0,6.0,6.0,6.0
06_DreamBooth,easy,simple,49,4.0,2.0,1.0,3.0,3.0,5.0,6.0,2.0,4.0,5.0,2.0,7.0
06_DreamBooth,easy,simple,51,3.0,3.0,3.0,2.0,4.0,7.0,6.0,3.0,3.0,6.0,1.0,7.0
06_DreamBooth,easy,simple,6,7.0,4.0,5.0,6.0,5.0,8.0,9.0,3.0,9.0,4.0,7.0,7.0
06_DreamBooth,easy,simple,9,6.0,4.0,3.0,4.0,6.0,8.0,6.0,5.0,10.0,8.0,5.0,7.0
06_DreamBooth,hard,action+background,11,2.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,6.0,4.0,1.0,4.0
06_DreamBooth,hard,action+background,15,3.0,4.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,1.0,6.0
06_DreamBooth,hard,action+background,24,3.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,3.0,5.0,2.0,5.0
06_DreamBooth,hard,action+background,34,4.0,4.0,2.0,4.0,6.0,7.0,8.0,6.0,10.0,10.0,4.0,7.0
06_DreamBooth,hard,action+background,6,5.0,3.0,1.0,2.0,4.0,4.0,4.0,1.0,6.0,6.0,1.0,5.0
06_DreamBooth,hard,action+background,63,3.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,4.0,1.0,4.0
06_DreamBooth,hard,action+background,87,5.0,4.0,3.0,3.0,5.0,7.0,6.0,7.0,6.0,6.0,4.0,6.0
06_DreamBooth,hard,action+background,91,4.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,6.0,4.0,1.0,4.0
06_DreamBooth,hard,action+expression,13,4.0,3.0,1.0,3.0,5.0,7.0,4.0,7.0,9.0,5.0,3.0,7.0
06_DreamBooth,hard,action+expression,16,4.0,3.0,2.0,3.0,5.0,4.0,2.0,3.0,2.0,7.0,2.0,6.0
06_DreamBooth,hard,action+expression,28,3.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,4.0
06_DreamBooth,hard,action+expression,4,4.0,3.0,1.0,3.0,4.0,5.0,6.0,2.0,9.0,5.0,2.0,5.0
06_DreamBooth,hard,action+expression,50,4.0,3.0,2.0,5.0,3.0,5.0,2.0,2.0,5.0,4.0,3.0,6.0
06_DreamBooth,hard,action+expression,69,3.0,2.0,1.0,2.0,3.0,5.0,3.0,1.0,4.0,5.0,1.0,3.0
06_DreamBooth,hard,action+expression,8,3.0,2.0,2.0,2.0,3.0,5.0,4.0,2.0,5.0,5.0,1.0,4.0
06_DreamBooth,hard,action+expression,84,2.0,2.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,5.0
06_DreamBooth,hard,action+layout,21,3.0,3.0,5.0,2.0,4.0,5.0,4.0,9.0,6.0,6.0,3.0,7.0
06_DreamBooth,hard,action+layout,26,4.0,2.0,2.0,3.0,6.0,7.0,2.0,3.0,2.0,5.0,2.0,6.0
06_DreamBooth,hard,action+layout,30,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0
06_DreamBooth,hard,action+layout,42,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,6.0
06_DreamBooth,hard,action+layout,45,3.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0
06_DreamBooth,hard,action+layout,51,2.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,3.0
06_DreamBooth,hard,action+layout,59,3.0,2.0,1.0,4.0,5.0,7.0,6.0,4.0,4.0,5.0,1.0,4.0
06_DreamBooth,hard,action+layout,70,3.0,2.0,2.0,2.0,4.0,4.0,6.0,2.0,6.0,4.0,2.0,7.0
06_DreamBooth,hard,all,17,2.0,1.0,1.0,3.0,5.0,4.0,4.0,2.0,3.0,5.0,2.0,4.0
06_DreamBooth,hard,all,25,4.0,2.0,5.0,4.0,5.0,6.0,6.0,3.0,8.0,6.0,2.0,5.0
06_DreamBooth,hard,all,32,4.0,4.0,2.0,2.0,4.0,5.0,3.0,6.0,5.0,7.0,3.0,7.0
06_DreamBooth,hard,all,71,5.0,3.0,3.0,3.0,4.0,6.0,4.0,3.0,6.0,5.0,1.0,5.0
06_DreamBooth,hard,all,72,3.0,2.0,2.0,4.0,3.0,5.0,1.0,2.0,2.0,6.0,2.0,4.0
06_DreamBooth,hard,all,81,5.0,2.0,4.0,4.0,6.0,7.0,6.0,5.0,8.0,7.0,2.0,8.0
06_DreamBooth,hard,all,82,5.0,2.0,4.0,1.0,5.0,6.0,6.0,5.0,8.0,6.0,3.0,7.0
06_DreamBooth,hard,all,88,4.0,3.0,1.0,3.0,3.0,5.0,1.0,2.0,4.0,5.0,1.0,2.0
06_DreamBooth,hard,simple,1,5.0,2.0,1.0,2.0,4.0,6.0,8.0,3.0,8.0,6.0,3.0,4.0
06_DreamBooth,hard,simple,20,4.0,3.0,4.0,4.0,6.0,5.0,7.0,4.0,10.0,6.0,2.0,7.0
06_DreamBooth,hard,simple,40,5.0,2.0,3.0,4.0,4.0,5.0,6.0,2.0,6.0,3.0,2.0,4.0
06_DreamBooth,hard,simple,47,4.0,1.0,1.0,3.0,4.0,5.0,2.0,2.0,5.0,4.0,2.0,6.0
06_DreamBooth,hard,simple,58,4.0,2.0,3.0,2.0,4.0,7.0,6.0,6.0,9.0,6.0,5.0,7.0
06_DreamBooth,hard,simple,77,3.0,2.0,1.0,1.0,4.0,5.0,1.0,2.0,3.0,4.0,2.0,7.0
06_DreamBooth,hard,simple,79,4.0,2.0,1.0,3.0,4.0,5.0,1.0,2.0,6.0,5.0,2.0,4.0
06_DreamBooth,hard,simple,89,3.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,4.0,2.0,3.0
06_DreamBooth,medium,action+background,10,3.0,2.0,1.0,2.0,3.0,5.0,2.0,1.0,5.0,5.0,1.0,3.0
06_DreamBooth,medium,action+background,15,3.0,2.0,1.0,3.0,3.0,6.0,6.0,3.0,8.0,5.0,2.0,5.0
06_DreamBooth,medium,action+background,30,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,4.0
06_DreamBooth,medium,action+background,31,5.0,3.0,5.0,5.0,5.0,8.0,4.0,7.0,7.0,6.0,4.0,6.0
06_DreamBooth,medium,action+background,33,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,7.0,2.0,6.0
06_DreamBooth,medium,action+background,44,3.0,2.0,1.0,2.0,4.0,4.0,4.0,1.0,6.0,4.0,1.0,5.0
06_DreamBooth,medium,action+background,46,5.0,3.0,2.0,2.0,5.0,5.0,4.0,3.0,7.0,4.0,3.0,6.0
06_DreamBooth,medium,action+background,48,2.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0
06_DreamBooth,medium,action+expression,22,2.0,2.0,2.0,2.0,3.0,6.0,4.0,2.0,6.0,7.0,2.0,5.0
06_DreamBooth,medium,action+expression,29,1.0,3.0,1.0,2.0,4.0,5.0,4.0,2.0,3.0,3.0,1.0,4.0
06_DreamBooth,medium,action+expression,32,3.0,2.0,2.0,3.0,4.0,5.0,2.0,2.0,3.0,5.0,1.0,6.0
06_DreamBooth,medium,action+expression,38,3.0,3.0,2.0,1.0,5.0,5.0,1.0,6.0,6.0,4.0,6.0,5.0
06_DreamBooth,medium,action+expression,4,4.0,3.0,2.0,3.0,5.0,6.0,9.0,6.0,9.0,7.0,4.0,5.0
06_DreamBooth,medium,action+expression,45,3.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0
06_DreamBooth,medium,action+expression,8,3.0,2.0,1.0,2.0,4.0,6.0,4.0,4.0,9.0,5.0,2.0,4.0
06_DreamBooth,medium,action+expression,9,6.0,3.0,4.0,4.0,6.0,7.0,6.0,4.0,8.0,7.0,2.0,6.0
06_DreamBooth,medium,action+layout,0,4.0,2.0,5.0,2.0,4.0,5.0,1.0,2.0,6.0,7.0,2.0,5.0
06_DreamBooth,medium,action+layout,14,2.0,3.0,1.0,5.0,5.0,7.0,6.0,2.0,6.0,5.0,3.0,5.0
06_DreamBooth,medium,action+layout,18,3.0,3.0,2.0,3.0,5.0,7.0,4.0,3.0,2.0,6.0,4.0,4.0
06_DreamBooth,medium,action+layout,19,2.0,2.0,1.0,3.0,3.0,5.0,2.0,1.0,3.0,4.0,1.0,6.0
06_DreamBooth,medium,action+layout,40,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0
06_DreamBooth,medium,action+layout,47,3.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,4.0,4.0,1.0,4.0
06_DreamBooth,medium,action+layout,49,2.0,4.0,1.0,3.0,3.0,6.0,6.0,4.0,4.0,5.0,2.0,5.0
06_DreamBooth,medium,action+layout,7,4.0,2.0,4.0,3.0,3.0,6.0,10.0,2.0,5.0,6.0,4.0,8.0
06_DreamBooth,medium,all,1,4.0,4.0,2.0,3.0,4.0,8.0,1.0,5.0,10.0,9.0,3.0,5.0
06_DreamBooth,medium,all,11,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,3.0
06_DreamBooth,medium,all,13,2.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,4.0,5.0,3.0,6.0
06_DreamBooth,medium,all,16,6.0,3.0,1.0,3.0,5.0,5.0,3.0,2.0,6.0,5.0,3.0,6.0
06_DreamBooth,medium,all,20,3.0,3.0,3.0,3.0,6.0,5.0,5.0,3.0,4.0,6.0,5.0,7.0
06_DreamBooth,medium,all,27,2.0,4.0,2.0,5.0,5.0,6.0,2.0,3.0,9.0,5.0,3.0,7.0
06_DreamBooth,medium,all,36,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0
06_DreamBooth,medium,all,51,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,3.0
06_DreamBooth,medium,simple,12,4.0,2.0,3.0,2.0,4.0,6.0,4.0,3.0,6.0,4.0,2.0,6.0
06_DreamBooth,medium,simple,23,3.0,3.0,2.0,4.0,3.0,6.0,2.0,3.0,7.0,4.0,4.0,4.0
06_DreamBooth,medium,simple,25,3.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,3.0,1.0,3.0
06_DreamBooth,medium,simple,28,1.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,3.0,3.0,1.0,7.0
06_DreamBooth,medium,simple,37,3.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,4.0,5.0,2.0,4.0
06_DreamBooth,medium,simple,39,3.0,4.0,1.0,1.0,3.0,4.0,3.0,3.0,6.0,5.0,3.0,6.0
06_DreamBooth,medium,simple,42,4.0,2.0,1.0,1.0,4.0,5.0,2.0,2.0,8.0,4.0,2.0,6.0
06_DreamBooth,medium,simple,43,4.0,3.0,1.0,2.0,4.0,6.0,6.0,3.0,7.0,5.0,2.0,5.0
